# Generated by scripts/import-romance-lexicons.py; do not edit.
# Lexical pronunciation authority: Montreal Forced Aligner Spanish dictionaries.
# Pinned mfa-models commit: d6eff86a42c6a90b641e17dfdf7a16555b934483.
# Sources: dictionary/spanish/spain_mfa/spanish_spain_mfa.dict, dictionary/spanish/latin_america_mfa/spanish_latin_america_mfa.dict.
# Source MFA phones are retained verbatim after NFC normalization.
# word	dialect-membership	mfa-phones
ensenadas	latin-america	ẽ n s e n a ð a
ensenadas	spain+latin-america	ẽ n s e n a ð a s
enseres	spain	ẽ n s e ɾ e s
enseña	latin-america	ẽ n s e ɲ j a
enseña	spain+latin-america	ẽ n s e ɲ a
enseñaba	latin-america	ẽ n s e ɲ j a β a
enseñaba	spain+latin-america	ẽ n s e ɲ a β a
enseñaban	latin-america	ẽ n s e ɲ j a β ã
enseñaban	latin-america	ẽ n s e ɲ j a β ã n
enseñaban	spain+latin-america	ẽ n s e ɲ a β ã n
enseñad	spain	ẽ n s e ɲ a ð
enseñada	latin-america	ẽ n s e ɲ j a ð a
enseñada	spain+latin-america	ẽ n s e ɲ a ð a
enseñadas	spain	ẽ n s e ɲ a ð a s
enseñadme	spain	ẽ n s e ɲ a ð m e
enseñado	latin-america	ẽ n s e ɲ j a ð o
enseñado	spain+latin-america	ẽ n s e ɲ a ð o
enseñador	spain	ẽ n s e ɲ a ð o ɾ
enseñadores	spain	ẽ n s e ɲ a ð o ɾ e s
enseñados	spain	ẽ n s e ɲ a ð o s
enseñamos	spain	ẽ n s e ɲ a m o s
enseñan	spain+latin-america	ẽ n s e ɲ ã n
enseñando	spain+latin-america	ẽ n s e ɲ ã n d̪ o
enseñanza	latin-america	ẽ n s e ɲ ã n s a
enseñanza	spain	ẽ n s e ɲ ã n θ a
enseñanzas	latin-america	ẽ n s e ɲ ã n s a
enseñanzas	latin-america	ẽ n s e ɲ ã n s a h
enseñanzas	latin-america	ẽ n s e ɲ ã n s a s
enseñanzas	spain	ẽ n s e ɲ ã n θ a s
enseñar	latin-america	ẽ n s e ɲ j a r
enseñar	latin-america	ẽ n s e ɲ j a ɾ
enseñar	spain+latin-america	ẽ n s e ɲ a r
enseñar	spain+latin-america	ẽ n s e ɲ a ɾ
enseñara	latin-america	ẽ n s e ɲ j a ɾ a
enseñara	spain+latin-america	ẽ n s e ɲ a ɾ a
enseñare	spain	ẽ n s e ɲ a ɾ e
enseñaremos	spain	ẽ n s e ɲ a ɾ e m o s
enseñares	spain	ẽ n s e ɲ a ɾ e s
enseñarla	spain	ẽ n s e ɲ a ɾ l a
enseñarlas	spain	ẽ n s e ɲ a ɾ l a s
enseñarle	latin-america	ẽ n s e ɲ j a r l e
enseñarle	spain+latin-america	ẽ n s e ɲ a ɾ l e
enseñarles	latin-america	ẽ n s e ɲ j a r l e h
enseñarles	latin-america	ẽ n s e ɲ j a ɾ l e s
enseñarles	spain+latin-america	ẽ n s e ɲ a ɾ l e s
enseñarlos	spain	ẽ n s e ɲ a ɾ l o s
enseñarme	spain	ẽ n s e ɲ a r m e
enseñarme	spain	ẽ n s e ɲ a ɾ m e
enseñarnos	spain	ẽ n s e ɲ a ɾ n o s
enseñaron	latin-america	ẽ n s e ɲ j a ɾ õ
enseñaron	latin-america	ẽ n s e ɲ j a ɾ õ n
enseñaron	spain+latin-america	ẽ n s e ɲ a ɾ õ n
enseñaros	spain	ẽ n s e ɲ a ɾ o s
enseñarse	spain	ẽ n s e ɲ a ɾ s e
enseñarte	latin-america	ẽ n s e ɲ j a ɾ t̪ e
enseñarte	spain+latin-america	ẽ n s e ɲ a ɾ t̪ e
enseñará	spain	ẽ n s e ɲ a ɾ a
enseñarán	spain	ẽ n s e ɲ a ɾ ã n
enseñarás	latin-america	ẽ n s e ɲ j a ɾ a s
enseñarás	spain+latin-america	ẽ n s e ɲ a ɾ a s
enseñaré	latin-america	ẽ n s e ɲ j a ɾ e
enseñaré	spain+latin-america	ẽ n s e ɲ a ɾ e
enseñaría	spain	ẽ n s e ɲ a ɾ i a
enseñarían	spain	ẽ n s e ɲ a ɾ i ã n
enseñas	latin-america	ẽ n s e ɲ j a
enseñas	latin-america	ẽ n s e ɲ j a s
enseñas	spain+latin-america	ẽ n s e ɲ a s
enseñase	spain	ẽ n s e ɲ a s e
enseñasen	spain	ẽ n s e ɲ a s ẽ n
enseñaste	spain	ẽ n s e ɲ a s t̪ e
enseñe	latin-america	ẽ n s e
enseñe	spain+latin-america	ẽ n s e ɲ
enseñemos	latin-america	ẽ n s e ɲ j e m o s
enseñemos	spain+latin-america	ẽ n s e ɲ e m o s
enseñen	spain	ẽ n s e ɲ ẽ n
enseñes	spain	ẽ n s e ɲ e s
enseño	latin-america	ẽ n s e ɲ j o
enseño	spain+latin-america	ẽ n s e ɲ o
enseñorará	spain	ẽ n s e ɲ o ɾ a ɾ a
enseñorea	spain	ẽ n s e ɲ o ɾ e a
enseñoreaba	spain	ẽ n s e ɲ o ɾ e a β a
enseñoreaban	spain	ẽ n s e ɲ o ɾ e a β ã n
enseñoreado	spain	ẽ n s e ɲ o ɾ e a ð o
enseñoreador	spain	ẽ n s e ɲ o ɾ e a ð o ɾ
enseñoreados	spain	ẽ n s e ɲ o ɾ e a ð o s
enseñorean	spain	ẽ n s e ɲ o ɾ e ã n
enseñorear	spain	ẽ n s e ɲ o ɾ e a ɾ
enseñorearon	spain	ẽ n s e ɲ o ɾ e a ɾ õ n
enseñorearse	spain	ẽ n s e ɲ o ɾ e a ɾ s e
enseñoreará	spain	ẽ n s e ɲ o ɾ e a ɾ a
enseñorearán	spain	ẽ n s e ɲ o ɾ e a ɾ ã n
enseñorearás	spain	ẽ n s e ɲ o ɾ e a ɾ a s
enseñoree	spain	ẽ n s e ɲ o ɾ e e
enseñoreen	spain	ẽ n s e ɲ o ɾ e ẽ n
enseñorees	spain	ẽ n s e ɲ o ɾ e e s
enseñoreáronse	spain	ẽ n s e ɲ o ɾ e a ɾ õ n s e
enseñoreó	spain	ẽ n s e ɲ o ɾ e o
enseñáis	spain	ẽ n s e ɲ a j s
enseñándola	spain	ẽ n s e ɲ ã n d̪ o l a
enseñándolas	spain	ẽ n s e ɲ ã n d̪ o l a s
enseñándole	spain	ẽ n s e ɲ ã n d̪ o l e
enseñándoles	spain	ẽ n s e ɲ ã n d̪ o l e s
enseñándome	spain	ẽ n s e ɲ ã n d̪ o m e
enseñándonos	spain	ẽ n s e ɲ ã n d̪ o n o s
enseñándose	spain	ẽ n s e ɲ ã n d̪ o s e
enseñáronme	spain	ẽ n s e ɲ a ɾ õ m e
enseñároslo	spain	ẽ n s e ɲ a ɾ o s l o
enseñársela	spain	ẽ n s e ɲ a ɾ s e l a
enseñárselas	spain	ẽ n s e ɲ a ɾ s e l a s
enseñárselo	spain	ẽ n s e ɲ a ɾ s e l o
enseñártela	spain	ẽ n s e ɲ a ɾ t̪ e l a
enseñé	latin-america	ẽ n s e ɲ j e
enseñé	spain+latin-america	ẽ n s e ɲ e
enseñéis	spain	ẽ n s e ɲ e j s
enseñéle	spain	ẽ n s e ɲ e l e
enseñó	latin-america	ẽ n s e ɲ j o
enseñó	spain+latin-america	ẽ n s e ɲ o
enseñóle	spain	ẽ n s e ɲ o l e
enseñóles	spain	ẽ n s e ɲ o l e s
enseñóme	spain	ẽ n s e ɲ o m e
enseñórió	spain	ẽ n s e ɲ o ɾ j o
ensillaba	spain	ẽ n s i ʝ a β a
ensillado	latin-america	ẽ n s i ʃ a ð o
ensillado	spain+latin-america	ẽ n s i ʝ a ð o
ensillados	spain	ẽ n s i ʝ a ð o s
ensillando	spain	ẽ n s i ʝ ã n d̪ o
ensillar	spain	ẽ n s i ʝ a ɾ
ensillase	spain	ẽ n s i ʝ a s e
ensillasen	latin-america	ẽ n s i ʃ a s ẽ n
ensillasen	spain+latin-america	ẽ n s i ʝ a s ẽ n
ensille	spain	ẽ n s i ʝ e
ensillen	spain	ẽ n s i ʝ ẽ n
ensilló	spain	ẽ n s i ʝ o
ensimismada	spain	ẽ n s i m i z m a ð a
ensimismado	spain	ẽ n s i m i z m a ð o
ensimismados	spain	ẽ n s i m i z m a ð o s
ensimismamiento	spain	ẽ n s i m i z m a m j ẽ n t̪ o
ensoberbecerá	spain	ẽ n s o β e ɾ β e θ e ɾ a
ensoberbecido	spain	ẽ n s o β e ɾ β e θ i ð o
ensoberbezca	spain	ẽ n s o β e ɾ β e θ k a
ensoberbezcas	spain	ẽ n s o β e ɾ β e θ k a s
ensobervecía	spain	ẽ n s o β e ɾ β e θ i a
ensombrecer	spain	ẽ n s õ m b ɾ e θ e ɾ
ensombrecida	spain	ẽ n s õ m b ɾ e θ i ð a
ensombrecido	spain	ẽ n s õ m b ɾ e θ i ð o
ensombreció	spain	ẽ n s õ m b ɾ e θ j o
ensordece	spain	ẽ n s o ɾ ð e θ e
ensordecedor	spain	ẽ n s o ɾ ð e θ e ð o ɾ
ensordecedora	spain	ẽ n s o ɾ ð e θ e ð o ɾ a
ensordecen	spain	ẽ n s o ɾ ð e θ e n
ensordecer	spain	ẽ n s o ɾ ð e θ e ɾ
ensordecida	spain	ẽ n s o ɾ ð e θ i ð a
ensordecidos	spain	ẽ n s o ɾ ð e θ i ð o s
ensordeció	spain	ẽ n s o ɾ ð e θ j o
ensordecía	spain	ẽ n s o ɾ ð e θ i a
ensortija	spain	ẽ n s o ɾ t̪ i x a
ensortijada	spain	ẽ n s o ɾ t̪ i x a ð a
ensortijado	spain	ẽ n s o ɾ t̪ i x a ð o
ensortijados	spain	ẽ n s o ɾ t̪ i x a ð o s
ensosegándose	spain	ẽ n s o s e ɣ ã n d̪ o s e
ensoñación	spain	ẽ n s o ɲ a θ j õ n
ensoñado	spain	ẽ n s o ɲ a ð o
ensoñador	spain	ẽ n s o ɲ a ð o ɾ
ensoñadora	spain	ẽ n s o ɲ a ð o ɾ a
ensucia	latin-america	ẽ n s u s j a
ensucia	spain	ẽ n s u θ j a
ensuciaba	spain	ẽ n s u θ j a β a
ensuciaban	spain	ẽ n s u θ j a β ã n
ensuciado	spain	ẽ n s u θ j a ð o
ensuciando	spain	ẽ n s u θ j ã n d̪ o
ensuciar	spain	ẽ n s u θ j a ɾ
ensucio	spain	ẽ n s u θ j o
ensuciéis	spain	ẽ n s u θ j e j s
ensució	spain	ẽ n s u θ j o
ensueño	latin-america	ẽ n s w e ɲ j o
ensueño	spain+latin-america	ẽ n s w e ɲ o
ensueños	latin-america	ẽ n s w e ɲ j o s
ensueños	spain+latin-america	ẽ n s w e ɲ o s
ensálzalos	spain	ẽ n s a l θ a l o s
ensálzate	spain	ẽ n s a l θ a t̪ e
enséñale	spain	ẽ n s e ɲ a l e
enséñame	spain	ẽ n s e ɲ a m e
enséñanos	spain	ẽ n s e ɲ a n o s
enséñeme	spain	ẽ n s e ɲ e m e
entabla	spain+latin-america	ẽ n t̪ a β l a
entablaba	spain	ẽ n t̪ a β l a β a
entablada	spain	ẽ n t̪ a β l a ð a
entabladas	spain	ẽ n t̪ a β l a ð a s
entablado	spain+latin-america	ẽ n t̪ a β l a ð o
entablamento	spain+latin-america	ẽ n t̪ a β l a m ẽ n t̪ o
entablamos	spain	ẽ n t̪ a β l a m o s
entablando	spain	ẽ n t̪ a β l ã n d̪ o
entablar	latin-america	ẽ n t̪ a β l a r
entablar	spain+latin-america	ẽ n t̪ a β l a ɾ
entablaron	spain	ẽ n t̪ a β l a ɾ õ n
entablarse	spain	ẽ n t̪ a β l a ɾ s e
entablaría	spain	ẽ n t̪ a β l a ɾ i a
entable	spain	ẽ n t̪ a β l e
entablilla	spain	ẽ n t̪ a β ʎ i ʝ a
entablé	spain	ẽ n t̪ a β l e
entabló	spain+latin-america	ẽ n t̪ a β l o
entablóse	spain	ẽ n t̪ a β l o s e
entallada	spain	ẽ n t̪ a ʝ a ð a
entalladas	spain	ẽ n t̪ a ʝ a ð a s
entallado	spain	ẽ n t̪ a ʝ a ð o
entalladores	spain	ẽ n t̪ a ʝ a ð o ɾ e s
entalladura	spain	ẽ n t̪ a ʝ a ð u ɾ a
entalladuras	spain	ẽ n t̪ a ʝ a ð u ɾ a s
entalle	spain	ẽ n t̪ a ʝ e
entalló	spain	ẽ n t̪ a ʝ o
entapizada	latin-america	ẽ n t̪ a p i s a ð a
entapizada	spain	ẽ n t̪ a p i θ a ð a
entapizado	spain	ẽ n t̪ a p i θ a ð o
entarimado	spain	ẽ n t̪ a ɾ i m a ð o
entavía	spain	ẽ n t̪ a β i a
ente	spain+latin-america	ẽ n t̪ e
enteco	spain	ẽ n t̪ e k o
entelo	spain	ẽ n t̪ e l o
entena	spain	ẽ n t̪ e n a
entendamos	spain	ẽ n t̪ ẽ n d̪ a m o s
entended	spain	ẽ n t̪ ẽ n d̪ e ð
entendederas	spain	ẽ n t̪ ẽ n d̪ e ð e ɾ a s
entendedor	latin-america	ẽ n t̪ ẽ n d̪ e ð o r
entendedor	spain+latin-america	ẽ n t̪ ẽ n d̪ e ð o ɾ
entendemos	latin-america	ẽ n t̪ ẽ n d̪ e m o
entendemos	spain+latin-america	ẽ n t̪ ẽ n d̪ e m o s
entender	latin-america	ẽ n t̪ ẽ n d̪ e
entender	spain+latin-america	ẽ n t̪ ẽ n d̪ e r
entender	spain+latin-america	ẽ n t̪ ẽ n d̪ e ɾ
entenderemos	spain	ẽ n t̪ ẽ n d̪ e ɾ e m o s
entenderla	spain	ẽ n t̪ ẽ n d̪ e ɾ l a
entenderlas	spain	ẽ n t̪ ẽ n d̪ e ɾ l a s
entenderle	spain	ẽ n t̪ ẽ n d̪ e ɾ l e
entenderlo	latin-america	ẽ n t̪ ẽ n d̪ e r l o
entenderlo	spain+latin-america	ẽ n t̪ ẽ n d̪ e ɾ l o
entenderme	spain	ẽ n t̪ ẽ n d̪ e ɾ m e
entendernos	spain	ẽ n t̪ ẽ n d̪ e ɾ n o s
entenderos	spain	ẽ n t̪ ẽ n d̪ e ɾ o s
entenderse	spain+latin-america	ẽ n t̪ ẽ n d̪ e r s e
entenderse	spain+latin-america	ẽ n t̪ ẽ n d̪ e ɾ s e
entenderte	spain	ẽ n t̪ ẽ n d̪ e ɾ t̪ e
entenderá	spain	ẽ n t̪ ẽ n d̪ e ɾ a
entenderán	spain	ẽ n t̪ ẽ n d̪ e ɾ ã n
entenderás	spain	ẽ n t̪ ẽ n d̪ e ɾ a s
entenderé	spain	ẽ n t̪ ẽ n d̪ e ɾ e
entenderéis	spain	ẽ n t̪ ẽ n d̪ e ɾ e j s
entendería	spain	ẽ n t̪ ẽ n d̪ e ɾ i a
entenderían	spain	ẽ n t̪ ẽ n d̪ e ɾ i ã n
entendible	latin-america	ẽ n t̪ ẽ n d̪ i β l e
entendida	spain+latin-america	ẽ n t̪ ẽ n d̪ i ð a
entendidas	spain+latin-america	ẽ n t̪ ẽ n d̪ i ð a s
entendido	spain+latin-america	ẽ n t̪ ẽ n d̪ i ð o
entendidos	latin-america	ẽ n t̪ ẽ n d̪ i ð o
entendidos	spain+latin-america	ẽ n t̪ ẽ n d̪ i ð o s
entendiendo	spain	ẽ n t̪ ẽ n d̪ i ẽ n d̪ o
entendiera	spain	ẽ n t̪ ẽ n d̪ j e ɾ a
entendieran	spain	ẽ n t̪ ẽ n d̪ i e ɾ ã n
entendiere	spain	ẽ n t̪ ẽ n d̪ j e ɾ e
entendieron	spain	ẽ n t̪ ẽ n d̪ i e ɾ õ n
entendiese	spain	ẽ n t̪ ẽ n d̪ i e s e
entendiesen	spain	ẽ n t̪ ẽ n d̪ i e s ẽ n
entendieses	spain	ẽ n t̪ ẽ n d̪ i e s e s
entendimiento	spain+latin-america	ẽ n t̪ ẽ n d̪ i m j ẽ n t̪ o
entendimientos	spain	ẽ n t̪ ẽ n d̪ i m j ẽ n t̪ o s
entendimos	spain	ẽ n t̪ ẽ n d̪ i m o s
entendiste	spain	ẽ n t̪ ẽ n d̪ i s t̪ e
entendiéndolo	spain	ẽ n t̪ ẽ n d̪ i ẽ n d̪ o l o
entendiéndose	spain	ẽ n t̪ ẽ n d̪ i ẽ n d̪ o s e
entendiéramos	spain	ẽ n t̪ ẽ n d̪ j e ɾ a m o s
entendiésemos	spain	ẽ n t̪ ẽ n d̪ j e s e m o s
entendió	latin-america	ẽ n t̪ ẽ n d̪ j o
entendió	spain	ẽ n t̪ ẽ n d̪ i o
entendióle	spain	ẽ n t̪ ẽ n d̪ i o l e
entendióse	spain	ẽ n t̪ ẽ n d̪ i o s e
entendáis	spain	ẽ n t̪ ẽ n d̪ a j s
entendámonos	spain	ẽ n t̪ ẽ n d̪ a m o n o s
entendéis	spain	ẽ n t̪ ẽ n d̪ e j s
entendí	spain+latin-america	ẽ n t̪ ẽ n d̪ i
entendía	spain+latin-america	ẽ n t̪ ẽ n d̪ i a
entendíamos	spain	ẽ n t̪ ẽ n d̪ i a m o s
entendían	latin-america	ẽ n t̪ ẽ n d̪ i ã
entendían	spain+latin-america	ẽ n t̪ ẽ n d̪ i ã n
entenebrecer	spain	ẽ n t̪ e n e β ɾ e θ e ɾ
entenebrecida	spain	ẽ n t̪ e n e β ɾ e θ i ð a
entenebrecido	spain	ẽ n t̪ e n e β ɾ e θ i ð o
entenebreciendo	spain	ẽ n t̪ e n e β ɾ e θ j ẽ n d̪ o
entenebrecieron	spain	ẽ n t̪ e n e β ɾ e θ j e ɾ õ n
entente	latin-america	ẽ n t̪ ẽ n t̪ e
entera	spain+latin-america	ẽ n t̪ e ɾ a
enteraba	spain	ẽ n t̪ e ɾ a β a
enteraban	spain	ẽ n t̪ e ɾ a β ã n
enterada	spain+latin-america	ẽ n t̪ e ɾ a ð a
enteradas	spain	ẽ n t̪ e ɾ a ð a s
enterado	spain+latin-america	ẽ n t̪ e ɾ a ð o
enterados	spain	ẽ n t̪ e ɾ a ð o s
enteramente	spain+latin-america	ẽ n t̪ e ɾ a m ẽ n t̪ e
enteran	latin-america	ẽ n t̪ e ɾ ã
enteran	spain+latin-america	ẽ n t̪ e ɾ ã n
enterando	spain	ẽ n t̪ e ɾ ã n d̪ o
enterar	latin-america	ẽ n t̪ e ɾ a r
enterar	spain+latin-america	ẽ n t̪ e ɾ a ɾ
enterara	spain	ẽ n t̪ e ɾ a ɾ a
enteraran	spain+latin-america	ẽ n t̪ e ɾ a ɾ ã n
enterarle	spain	ẽ n t̪ e ɾ a ɾ l e
enterarme	latin-america	ẽ n t̪ e ɾ a r m e
enterarme	spain+latin-america	ẽ n t̪ e ɾ a ɾ m e
enterarnos	spain	ẽ n t̪ e ɾ a ɾ n o s
enteraron	latin-america	ẽ n t̪ e ɾ a ɾ õ
enteraron	spain+latin-america	ẽ n t̪ e ɾ a ɾ õ n
enteraros	spain	ẽ n t̪ e ɾ a ɾ o s
enterarse	spain+latin-america	ẽ n t̪ e ɾ a r s e
enterarse	spain+latin-america	ẽ n t̪ e ɾ a ɾ s e
enterarte	spain	ẽ n t̪ e ɾ a ɾ t̪ e
enterará	spain	ẽ n t̪ e ɾ a ɾ a
enterarás	spain	ẽ n t̪ e ɾ a ɾ a s
enteraré	spain	ẽ n t̪ e ɾ a ɾ e
enteraría	spain	ẽ n t̪ e ɾ a ɾ i a
enteras	latin-america	ẽ n t̪ e ɾ a
enteras	latin-america	ẽ n t̪ e ɾ a h
enteras	spain+latin-america	ẽ n t̪ e ɾ a s
enterase	spain	ẽ n t̪ e ɾ a s e
enterasen	spain	ẽ n t̪ e ɾ a s ẽ n
entere	spain+latin-america	ẽ n t̪ e ɾ e
enteren	spain	ẽ n t̪ e ɾ ẽ n
enteres	spain	ẽ n t̪ e ɾ e s
entereza	spain	ẽ n t̪ e ɾ e θ a
entereza	spain+latin-america	ẽ n t̪ e ɾ e s a
enterita	spain	ẽ n t̪ e ɾ i t̪ a
enterito	spain	ẽ n t̪ e ɾ i t̪ o
enternece	spain	ẽ n t̪ e ɾ n e θ e
enternecer	spain	ẽ n t̪ e r n e θ e r
enternecer	spain	ẽ n t̪ e r n e θ e ɾ
enternecer	spain	ẽ n t̪ e ɾ n e θ e ɾ
enternecerle	spain	ẽ n t̪ e ɾ n e θ e ɾ l e
enternecerme	spain	ẽ n t̪ e ɾ n e θ e ɾ m e
enternecerse	spain	ẽ n t̪ e ɾ n e θ e ɾ s e
enternecida	spain	ẽ n t̪ e r n e s i ð a
enternecida	spain	ẽ n t̪ e r n e θ i ð a
enternecida	spain	ẽ n t̪ e ɾ n e θ i ð a
enternecido	spain	ẽ n t̪ e r n e θ i ð o
enternecido	spain	ẽ n t̪ e ɾ n e θ i ð o
enternecidos	spain	ẽ n t̪ e ɾ n e θ i ð o s
enternecieron	spain	ẽ n t̪ e ɾ n e θ i e ɾ õ n
enternecimiento	spain	ẽ n t̪ e ɾ n e θ i m j ẽ n t̪ o
enternecimientos	spain	ẽ n t̪ e r n e θ i m j ẽ n t̪ o s
enternecimientos	spain	ẽ n t̪ e ɾ n e θ i m j ẽ n t̪ o s
enterneciéndose	spain	ẽ n t̪ e ɾ n e θ i ẽ n d̪ o s e
enterneció	spain	ẽ n t̪ e ɾ n e θ i o
enternecióse	spain	ẽ n t̪ e ɾ n e θ i o s e
enternecía	spain	ẽ n t̪ e ɾ n e θ i a
enternecían	spain	ẽ n t̪ e ɾ n e θ i ã n
enternezca	spain	ẽ n t̪ e ɾ n e θ k a
enternezco	spain	ẽ n t̪ e ɾ n e θ k o
entero	spain+latin-america	ẽ n t̪ e ɾ o
enteros	latin-america	ẽ n t̪ e ɾ o
enteros	latin-america	ẽ n t̪ e ɾ o h
enteros	spain+latin-america	ẽ n t̪ e ɾ o s
enterose	spain	ẽ n t̪ e ɾ o s e
enterraba	spain	ẽ n t̪ e r a β a
enterraban	spain+latin-america	ẽ n t̪ e r a β ã n
enterrada	spain+latin-america	ẽ n t̪ e r a ð a
enterradas	latin-america	ẽ n t̪ e r a ð a
enterradas	latin-america	ẽ n t̪ e r a ð a h
enterradas	spain+latin-america	ẽ n t̪ e r a ð a s
enterrado	spain+latin-america	ẽ n t̪ e r a ð o
enterrador	spain	ẽ n t̪ e r a ð o r
enterrador	spain	ẽ n t̪ e r a ð o ɾ
enterradores	spain	ẽ n t̪ e r a ð o ɾ e s
enterrados	latin-america	ẽ n t̪ e r a ð o h
enterrados	spain+latin-america	ẽ n t̪ e r a ð o s
enterramiento	spain+latin-america	ẽ n t̪ e r a m j ẽ n t̪ o
enterramientos	latin-america	ẽ n t̪ e r a m j ẽ n t̪ o
enterramientos	spain+latin-america	ẽ n t̪ e r a m j ẽ n t̪ o s
enterramos	spain	ẽ n t̪ e r a m o s
enterrando	spain+latin-america	ẽ n t̪ e r ã n d̪ o
enterrar	spain+latin-america	ẽ n t̪ e r a r
enterrar	spain+latin-america	ẽ n t̪ e r a ɾ
enterrara	spain	ẽ n t̪ e r a ɾ a
enterraran	spain	ẽ n t̪ e r a ɾ ã n
enterraremos	spain	ẽ n t̪ e r a ɾ e m o s
enterrarla	spain	ẽ n t̪ e r a ɾ l a
enterrarle	spain	ẽ n t̪ e r a r l e
enterrarle	spain	ẽ n t̪ e r a ɾ l e
enterrarlo	spain	ẽ n t̪ e r a ɾ l o
enterrarlos	latin-america	ẽ n t̪ e r a r l o s
enterrarlos	spain+latin-america	ẽ n t̪ e r a ɾ l o s
enterrarme	spain	ẽ n t̪ e r a ɾ m e
enterraron	latin-america	ẽ n t̪ e r a ɾ õ
enterraron	spain+latin-america	ẽ n t̪ e r a ɾ õ n
enterrarse	spain	ẽ n t̪ e r a r s e
enterrarse	spain	ẽ n t̪ e r a ɾ s e
enterrarte	spain	ẽ n t̪ e r a ɾ t̪ e
enterrará	spain	ẽ n t̪ e r a ɾ a
enterrarán	spain	ẽ n t̪ e r a ɾ ã n
enterraré	spain	ẽ n t̪ e r a ɾ e
enterrase	spain	ẽ n t̪ e r a s e
enterrasen	spain	ẽ n t̪ e r a s ẽ n
enterré	spain	ẽ n t̪ e r e
enterró	spain+latin-america	ẽ n t̪ e r o
enterándome	spain	ẽ n t̪ e ɾ ã n d̪ o m e
enterándose	spain	ẽ n t̪ e ɾ ã n d̪ o s e
enteré	spain+latin-america	ẽ n t̪ e ɾ e
enteró	spain+latin-america	ẽ n t̪ e ɾ o
entes	latin-america	ẽ n t̪ e
entes	latin-america	ẽ n t̪ e h
entes	spain+latin-america	ẽ n t̪ e s
entesa	latin-america	ẽ n t̪ e s a
entesando	spain	ẽ n t̪ e s ã n d̪ o
entesaron	spain	ẽ n t̪ e s a ɾ õ n
entibia	spain	ẽ n t̪ i β j a
entibiaba	spain	ẽ n t̪ i β j a β a
entibiar	spain	ẽ n t̪ i β j a ɾ
entibió	spain	ẽ n t̪ i β j o
entidad	latin-america	ẽ n t̪ i ð a
entidad	spain+latin-america	ẽ n t̪ i ð a ð
entidades	latin-america	ẽ n t̪ i ð a ð e
entidades	latin-america	ẽ n t̪ i ð a ð e h
entidades	spain+latin-america	ẽ n t̪ i ð a ð e s
entienda	spain+latin-america	ẽ n t̪ j ẽ n d̪ a
entiendan	latin-america	ẽ n t̪ j ẽ n d̪ ã
entiendan	spain+latin-america	ẽ n t̪ j ẽ n d̪ ã n
entiendas	latin-america	ẽ n t̪ j ẽ n d̪ a
entiendas	latin-america	ẽ n t̪ j ẽ n d̪ a h
entiendas	spain+latin-america	ẽ n t̪ j ẽ n d̪ a s
entiende	spain+latin-america	ẽ n t̪ j ẽ n d̪ e
entienden	spain+latin-america	ẽ n t̪ j ẽ n d̪ ẽ n
entiendes	latin-america	ẽ n t̪ j ẽ n d̪ e
entiendes	latin-america	ẽ n t̪ j ẽ n d̪ e h
entiendes	spain+latin-america	ẽ n t̪ j ẽ n d̪ e s
entiendo	spain+latin-america	ẽ n t̪ j ẽ n d̪ o
entierra	spain+latin-america	ẽ n t̪ j e r a
entierran	latin-america	ẽ n t̪ j e r ã
entierran	spain+latin-america	ẽ n t̪ j e r ã n
entierre	spain	ẽ n t̪ j e r e
entierren	spain	ẽ n t̪ j e r ẽ n
entierres	spain	ẽ n t̪ j e r e s
entierro	spain+latin-america	ẽ n t̪ j e r o
entierros	latin-america	ẽ n t̪ j e r o h
entierros	spain+latin-america	ẽ n t̪ j e r o s
entiéndalo	spain	ẽ n t̪ j ẽ n d̪ a l o
entiéndase	spain	ẽ n t̪ j ẽ n d̪ a s e
entiéndelo	spain	ẽ n t̪ j ẽ n d̪ e l o
entiéndeme	spain	ẽ n t̪ j ẽ n d̪ e m e
entiéndese	spain	ẽ n t̪ j ẽ n d̪ e s e
entomología	spain+latin-america	ẽ n t̪ o m o l o ç i a
entomológica	latin-america	ẽ n t̪ o m o l o ç i k a
entomólogo	spain+latin-america	ẽ n t̪ o m o l o ɣ o
entona	spain+latin-america	ẽ n t̪ o n a
entonaba	spain	ẽ n t̪ o n a β a
entonaban	spain	ẽ n t̪ o n a β ã n
entonaciones	spain	ẽ n t̪ o n a θ j o n e s
entonación	latin-america	ẽ n t̪ o n a s j õ n
entonación	spain	ẽ n t̪ o n a θ j õ n
entonad	spain	ẽ n t̪ o n a ð
entonada	spain	ẽ n t̪ o n a ð a
entonado	spain	ẽ n t̪ o n a ð o
entonados	spain	ẽ n t̪ o n a ð o s
entonan	spain+latin-america	ẽ n t̪ o n ã n
entonando	spain	ẽ n t̪ o n ã n d̪ o
entonar	spain	ẽ n t̪ o n a ɾ
entonaremos	spain	ẽ n t̪ o n a ɾ e m o s
entonaron	spain	ẽ n t̪ o n a ɾ õ n
entonces	latin-america	t̪ õ e
entonces	latin-america	t̪ õ e h
entonces	latin-america	t̪ õ e s
entonces	latin-america	t̪ õ n s e
entonces	latin-america	t̪ õ n s e h
entonces	latin-america	t̪ õ n s e s
entonces	latin-america	ẽ n t̪ õ n s e h
entonces	spain	t̪ õ n θ e s
entonces	spain	ẽ n t̪ õ n θ e
